Abstract,Choose,Article Title
"As compost use in agriculture increases, there is an urgent need to evaluate the specific environmental benefits and impacts as compared with other types of fertilizers and soil amendments. While the environmental impacts associated with compost production have been successfully assessed in previous studies, the assessment of the benefits of compost on plant and soil has been only partially included in few published works. In the present study, we reviewed the recent progresses made in the quantification of the positive effects associated to biowaste compost use on land by using life cycle assessment (LCA). A total of nine environmental benefits were identified in an extensive literature review and quantitative figures for each benefit were drawn and classified into short-, mid-, and long-term. The major findings are the following: (1) for nutrient supply and carbon sequestration, the review showed that both quantification and impact assessment could be performed, meaning that these two benefits should be regularly included in LCA studies. (2) For pest and disease suppression, soil workability, biodiversity, crop nutritional quality, and crop yield, although the benefits were proved, quantitative figures could not be provided, either because of lack of data or because the benefits were highly variable and dependent on specific local conditions. (3) The benefits on soil erosion and soil moisture could be quantitatively addressed, but suitable impact assessment methodologies were not available. (4) Weed suppression was not proved. Different research efforts are required for a full assessment of the benefits, apart from nutrient supply and carbon sequestration; additional impact categories-dealing with phosphorus resources, biodiversity, soil losses, and water depletion-may be needed for a comprehensive assessment of compost application. Several of the natural mechanisms identified and the LCA procedures discussed in the paper could be extensible to other organic fertilizers and compost from other feedstocks.",0.0,Compost benefits for agriculture evaluated by life cycle assessment. A review
"Timely and relevant agriculture information is essential for farmers to make effective decisions. Finding the right approach to provide this information to empower farmers is vital due to the high failure rate in current agricultural information systems. As most farmers now have mobile phones we developed a mobile based information system. We used participatory action research methodology to enable high farmer participation to ensure sustainability of the solution. The initial version of the application based on the preliminary studies focused on the crop choosing stage of the farming life cycle. This initial prototype was evaluated with a sample of farmers to check their willingness in adapting such technology, usefulness of provided information and usability of the application in order to support their day to day decision making process. The sample group strongly endorsed the various aspects of the prototype application and provided valuable insights for improvement.",0.0,Farmer Response towards the Initial Agriculture Information Dissemination Mobile Prototype
"Two different bioenergy systems using willow chips as raw material has been assessed in detail applying life cycle assessment (LCA) methodology to compare its environmental profile with conventional alternatives based on fossil fuels and demonstrate the potential of this biomass as a lignocellulosic energy source. Short rotation forest willow plantations dedicated to biomass chips production for energy purposes and located in Southern Sweden were considered as the agricultural case study. The bioenergy systems under assessment were based on the production and use of willow-based ethanol in a flexi fuel vehicle blended with gasoline (85 % ethanol by volume) and the direct combustion of willow chips in an industrial furnace in order to produce heat for end users. The standard framework for LCA from the International Standards Organisation was followed in this study. The environmental profiles as well as the hot spots all through the life cycles were identified. According to the results, Swedish willow biomass production is energetically efficient, and the destination of this biomass for energy purposes (independently the sort of energy) presents environmental benefits, specifically in terms of avoided greenhouse gases emissions and fossil fuels depletion. Several processes from the agricultural activities were identified as hot spots, and special considerations should be paid on them due to their contribution to the environmental impact categories under analysis. This was the case for the production and use of the nitrogen-based fertilizer, as well as the diesel used in agricultural machineries. Special attention should be paid on diffuse emissions from the ethanol production plant as well as on the control system of the combustion emissions from the boiler.",0.0,Life cycle assessment of potential energy uses for short rotation willow biomass in Sweden
"BACKGROUND: As urban populations increase so does the amount of food transported to cities worldwide, and innovative agro-urban systems are being developed to integrate agricultural production into buildings; for example, by using roof top greenhouses (RTGs). This paper aims to quantify and compare, through a life cycle assessment, the environmental impact of the current linear supply system with a RTG system by using a case study for the production of tomatoes. RESULTS: The main results indicate that a change from the current linear system to the RTG system could result in a reduction, per kilogram of tomatoes (the functional unit), in the range of 44.4-75.5% for the different impact categories analysed, and savings of up to 73.5% in energy requirements. These savings are associated with re-utilisation of packaging systems (55.4-85.2%), minimisation of transport requirements (7.6-15.6%) and reduction of the loss of product during transportation and retail stages (7.3-37%). CONCLUSIONS: The RTG may become a strategic factor in the design of low-carbon cities in Mediterranean areas. Short-term implementation in the city of Barcelona could result in savings of 66.1 tonnes of CO2 eq. ha(-1) when considering the global warming potential, and of 71.03 t ha(-1) when considering that the transformation from woodland to agricultural land is avoided. (C) 2012 Society of Chemical Industry",1.0,Environmental analysis of the logistics of agricultural products from roof top greenhouses in Mediterranean urban areas
"The production and supply of food currently accounts for 20-30% of greenhouse gas (GHG) emissions in the UK and the government and nongovernmental organisations are seeking to reduce these environmental burdens. Local authorities all over UK establish community farms with the aim to produce more sustainable food for citizens. This study used environmental Life Cycle Assessment (LCA) to quantify the potential savings of food-related GHG emissions that may be achieved with the establishment of an urban community farm, based on a case study recently found in the London Borough of Sutton. The work identified elements of the farm design that require the greatest attention to maximise these savings. The greatest reductions can be achieved by selecting the right crops: (i) providing the highest yields in local conditions and (ii) usually produced in energy-intensive greenhouses or air-freighted to UK from outside Europe. Implications from further development of the farm on the local, unused land were examined, taking into account market requirements. This showed that land used on an urban fringe for food production could potentially reduce greenhouse gas emissions in Sutton by up to 34 t CO(2)e ha(-1) a(-1). Although the percentage of this reduction in total diet emissions is relatively low, the result exceeds carbon sequestration rates for the conventional urban green space projects, such as parks and forests. (C) 2012 Elsevier B.V. All rights reserved.",0.0,Reducing greenhouse gas emissions with urban agriculture: A Life Cycle Assessment perspective
"A number of studies have highlighted the usefulness of carbon footprint (CF) to report environmental results in the wine sector, due to its common use by stakeholders and its favourable acceptance by the general public. The main aim of this study was to calculate the CF of 9 different types of wine in three different European nations (Italy, Luxembourg and Spain) under the same life-cycle methodological assumptions, to determine the main reasons for varying CF results. Moreover, the consequences that these discrepancies can cause in CF reporting were explored. Results demonstrated relevant differences in CF values depending on the appellation and on the type of wine. These were linked to a variety of factors, such as wine ageing, optimization of inputs, harvest yields, data quality or agricultural practices (i.e. organic vs. conventional). In fact, these differences, linked to the differing niche markets of the wines assessed, indicate the difficulty in standardizing specific mechanisms for GHG emissions communication in the wine sector. (C) 2013 Elsevier Ltd. All rights reserved.",1.0,Tapping carbon footprint variations in the European wine sector
"The marketing strategy for traditional food products is often based around their strong connection with their production region and claims of a lower environmental impact due to being grown in the agricultural area for which they were selected. Such traditional foods often comprise ancient cultivars that are unsuitable for large-scale distribution, but generally require less agricultural inputs. However, specific environmental evaluations of ancient cultivars in comparison with commercial cultivars are very rare. This study investigated ancient apple cultivars in Piemonte (Northern Italy) as a case study of traditional food in the framework of sustainable food production. The production of three representative apple cultivars, Grigia di Torriana, Magnana and Runse from Torino and Cuneo provinces was investigated using LCA methodology. In particular, the environmental impacts of these cultivars were compared with those of the commercial cultivar Golden Delicious. The study was performed in accordance with ISO 14040 standards, using the cradle-to-gate approach and the EDIP assessment method. Three different functional units were considered: the production of I t of fruit, the growth of 1 ha of orchard, and the earning of (sic)1000 income by the grower. Considering impacts per tonne of product, Golden Delicious had the best environmental performance in most impact categories investigated. However, considering impacts per hectare and (sic)1000 income, the ancient cultivars had the best environmental performance in almost all impact categories. As the impacts of fruit production depended heavily on the functional unit chosen, it is not possible to directly recommend which cultivar should be grown to increase the environmental sustainability. However, the results obtained regarding environmental efficiency and sustainability could be included together with other parameters to make a systemic assessment of different cultivars, which could be useful for policymakers, growers and other stakeholders. (C) 2013 Elsevier Ltd. All rights reserved.",1.0,Environmental sustainability of traditional foods: the case of ancient apple cultivars in Northern Italy assessed by multifunctional LCA
"Citrus production is one of the most important sectors of Sicilian agriculture. In particular, Sicilian orange production is of the best quality, producing mainly pigmented or blood oranges (cv Tarocco, Moro, and Sanguinello). No other region in the Mediterranean area or on the American Continent produces, on a large scale, blood oranges. The Sicilian blood oranges have some special flavours and organoleptic and functional characteristics. The aim of this paper is to quantify the total environmental impacts of the life cycle of Tarocco oranges - integrated production. The study was conducted in accordance with the ISO standards 14040:2006 and 14044:2006. The analysis of the input and output materials and energy flows indicates that the production phase has the most environmental impacts, causing almost half of the total damage. In terms of the substances having the most environmental impacts, the study shows that: the emission to air of Nitrogen oxides, particulates, Sulphur dioxide and carbon dioxide; the emission into soil of zinc; and the consumption of resources such as crude oil, uranium and natural gas have the most impacts. These results enable us to propose different ways to reduce the impact of the production of the oranges on the environment.",1.0,ENVIRONMENTAL ASSESSMENT OF THE CITRUS FRUIT PRODUCTION IN SICILY USING LCA
"Innovation is now a prerequisite for institutions aiming to maintain their competitiveness in a more and more liberalized economy. This is also true for agricultural research. One of the objective of ProfiCrops, the research program Agroscope, was to promote the innovation process leading to added value in the cropping sector. This article describes five ideas, their development into innovation and the scope for the innovation's adoption. The sampling was done purposively, based on an innovations' list for the cropping sector. The sample comprised: three process innovations: a portable Near-infrared spectroscopy (NIRS) tool, the sequence of the fire blight pathogen genome and the use of molecular markers, and two service innovations: Life Cycle Assessment (LCA) in agriculture and urban agriculture. The results show that the innovation process within research requires some scope that includes a clear research mission, sufficient financial resources, time and a risk-taking attitude.",1.0,Five ideas that have changed research in the cropping sector
"Policy initiatives have motivated a search for environmentally sustainable alternatives to fossil-fuel-based electricity generation. Agricultural residues such as corn cobs may be a suitable feedstock. A life cycle approach was used to estimate the greenhouse gas (GHG) emission impacts associated with the use of pellets produced from corn cobs as the sole fuel for the generation of electricity at a hypothetically retrofitted coal-fired generating station in Ontario, Canada. Pellets are compared with current coal and hypothetical natural gas combined cycle (NGCC) facilities. A life cycle model and soil carbon model calibrated for the agricultural region of interest were combined to quantify the GHG emissions of the biomass product system. The corn cob product system's life cycle emissions (240 g CO(2)eq kWh(-1)) are 40% and 80% lower than those of the NGCC and coal product systems, respectively. If corn cobs are left in the field to decompose, some carbon is sequestered in the soil, thus their removal from the field and combustion at the generation station represents a net GHG emission, accounting for 60% of life cycle emissions. In addition to the GHG impacts of combustion, removing agricultural residues from fields may reduce soil health, increase erosion and affect soil fertility through loss of soil organic carbon and nutrients. Their sustainable use should therefore consider the maintenance of soil fertility over the long-term. Nevertheless, the use of the feedstock in place of coal may provide substantial GHG emissions mitigation. (C) 2014 Society of Chemical Industry and John Wiley & Sons, Ltd",0.0,"Life cycle greenhouse gas emissions of electricity generation from corn cobs in Ontario, Canada"
"Biodegradable agricultural films made of poly(butylene adipate-co-terephthalate) (PBAT) are interesting alternatives to the most commonly used low-density polyethylene (LDPE) films. Photodegradation of both types of polymers can be prevented by the addition of UV stabilizers. To prevent leaching of the additives from the films, the stabilizers can be intercalated in layered double hydroxides (LDH). When LDHs are exfoliated in the polymer a nanocomposite is formed with improved material properties. An ex-ante cradle-to-grave life cycle assessment (LCA) is conducted on the application of nanoclays in agricultural mulching films. The PBAT/LDH nanocomposite is compared with PBAT and LDPE, both of which had been UV-stabilized with the conventionally used compound Irganox 1010. Being key ingredients of the nanocomposites we prepare an ex-ante cradle-to-factory gate LCA for different nanoclay compositions containing surfactants and the non-toxic UV stabilizer p-hydroxycinnamic acid intercalated in LDH sheets. Among the nanoclays, the lowest environmental impact is achieved by LDHs based on magnesium oxide/hydroxide and aluminum oxide/hydroxide, with the surfactant stearate as the intercalated anion. Our comparative analysis of mulching films shows that the lowest non-renewable energy use and greenhouse gas emissions are obtained by LDPE films, which are recycled and incinerated with energy recovery after the second life cycle. However, recycling and energy recovery are not always applied, which makes the biodegradable PBAT an interesting alternative. Further study on the UV stability, tensile strength and bio-based feedstock for PBAT indicates that PBAT containing LDH and p-hydroxycinnamic acid can be an environmentally friendly alternative to LDPE agricultural films containing the UV stabilizer Irganox 1010.",0.0,Ex-ante life cycle assessment of polymer nanocomposites using organo-modified layered double hydroxides for potential application in agricultural films
"The need to reduce dependency on fossil resources and to decrease greenhouse gas (GHG) emissions is driving many countries towards the implementation of low-carbon electricity systems. In this study the environmental impact of a future (2030) possible low-carbon electricity system in Denmark was assessed and compared with the current situation (2010) and an alternative 2030 scenario using life cycle assessment (LCA). The influence on the final results of the modeling approach used for (i) electricity import, (ii) biomass resources, and (iii) the cogeneration of heat and power was discussed. The results showed that consumption of fossil resources and global warming impacts from the Danish electricity sector could be reduced significantly compared with 2010. Nevertheless, a reduction in GHG may be at the expense of other environmental impacts, such as the increased depletion of abiotic resources. Moreover, the results were very dependent upon biomass origin: when agricultural land was affected by biomass import, and land use changes and transportation were included, GHG emissions from imported biomass were comparable to those from fossil fuels. The results were significantly influenced by the modeling approach regarding the import of electricity, biomass provision, and the allocation between heat and power in cogeneration plants. As the importance of all three aspects is likely to increase in the future, transparency in LCA modeling is critical. Characterized impacts for Danish power plants in 2010 and 2030 (including corresponding electricity supply mixes) were provided, thus enabling future LCA studies to include appropriately impacts from the Danish electricity sector. (C) 2014 Elsevier Ltd. All rights reserved.",0.0,Environmental impacts of future low-carbon electricity systems: Detailed life cycle assessment of a Danish case study
"Biofuels are alternatives for vehicular transportation that have the promise of reducing imported petroleum, creating regional agricultural and energy sector employment, and decreasing emission of greenhouse gases. This study analyses greenhouse gas (GHG) emissions associated with the production and delivery of biofuels using the IH2 process. The IH2 process is a new technology for the conversion of a broad range of biomass types into liquid hydrocarbon transportation fuels spanning the range of gasoline and diesel. A cradle-to-grave life cycle assessment (LCA) was used to calculate the greenhouse gas emissions associated with producing and using IH2 biofuels from diverse feedstocks. The biomass feedstocks analyzed include algae (microalgae), bagasse from sugar cane (Brazil or southeast US), corn stover from Midwest US locations, and forest feedstocks from northern Wisconsin. Life cycle greenhouse gas emissions savings of 30-96% were calculated for IH2 gasoline and diesel compared to fossil fuels. Different scenarios were investigated to understand the uncertainties in key inputs to the LCA model; in feedstock production, the IH2 biofuel production, and IH2 biofuel transportation. (c) 2013 American Institute of Chemical Engineers Environ Prog, 33: 322-329, 2014",0.0,A Preliminary Life Cycle Assessment of Biofuels Produced by the IH2 ™ Process
"Accelerating demand to reduce the environmental impact of fossil fuels has been driving widespread attention to renewable fuels, such as biogas. In fact, in the last decade numerous policy guidelines and laws regarding energy, the environment and agriculture have been issued to encourage the use of animal sewage as a raw material for the production of biogas. The production of energy from biogas in a dairy farm can provide a good opportunity for sustainable rural development, augmenting the farm's income from traditional sources and helping to reduce the overall environmental impact of the energy sector. This paper investigates the trade-off between the environmental and economic benefits of an agro-energy farm in the Umbria region of Italy that employs livestock sewage and manure, dedicated energy crops (corn and triticale silage) and olive waste. The environmental analysis was performed using the LCA methodology, while the economic investigation was carried out by reconstructing the economic balance of the agro-energetic supply chain based on the budgets of each activity performed. The LCA results show, on the one hand, the predominant weight of producing dedicated crops compared to all other processes in the supply chain and, on the other hand, a significant reduction in environmental impact compared to that caused by energy production from fossil fuels. Economic analysis revealed that the results depend significantly on what rate per kWh the government incentives guarantee to agricultural producers of renewable energy.",1.0,Environmental Sustainability and Economic Benefits of Dairy Farm Biogas Energy Production: A Case Study in Umbria
"Replacement of fossil fuels with sustainably produced biomass crops for energy purposes has the potential to make progress in addressing climate change concerns, nonrenewable resource use, and energy security. The perennial grass Miscanthus is a dedicated energy crop candidate being field tested in Ontario, Canada, and elsewhere. Miscanthus could potentially be grown in areas of the province that differ substantially in terms of agricultural land class, environmental factors and current land use. These differences could significantly affect Miscanthus yields, input requirements, production practices, and the types of crops being displaced by Miscanthus establishment. This study assesses implications on life cycle greenhouse gas (GHG) emissions of these differences through evaluating five Miscanthus production scenarios within the Ontario context. Emissions associated with electricity generation with Miscanthus pellets in a hypothetically retrofitted coal generating station are examined. Indirect land use change impacts are not quantified but are discussed. The net life cycle emissions for Miscanthus production varied greatly among scenarios (-90-170 kg CO(2)eq per oven dry tonne of Miscanthus bales at the farm gate). In some cases, the carbon stock dynamics of the agricultural system offset the combined emissions of all other life cycle stages (i.e., production, harvest, transport, and processing of biomass). Yield and soil C of the displaced agricultural systems are key parameters affecting emissions. The systems with the highest potential to provide reductions in GHG emissions are those with high yields, or systems established on land with low soil carbon. All scenarios have substantially lower life cycle emissions (-20-190 g CO(2)eq kWh(-1)) compared with coal-generated electricity (1130 g CO(2)eq kWh(-1)). Policy development should consider the implication of land class, environmental factors, and current land use on Miscanthus production.",0.0,Implications of land class and environmental factors on life cycle GHG emissions of Miscanthus as a bioenergy feedstock
"In this study the energy and economic flows and greenhouse gas (GHG) emissions of olive oil production in Iran were investigated in terms of a life cycle assessment with considering four main stages of agricultural olive production, olive transportation, olive oil extraction and its oil transportation to the customer centers. Data was collected from 150 olive growers in Guilan province of Iran. Results revealed that the total energy consumption through the olive oil life cycle was 20 344 MJ ha(-1) while the mass-based allocation method results indicated that the total energy consumption was 8035 MJ ha(-1). The total energy output was estimated as 23 568 MJ ha(-1). The total GHG emissions was estimated to 1333 kg ha(-1) (CO(2)eq) while the mass-based allocation method results indicated that the total GHG emissions was 525 kg ha(-1) (CO(2)eq). The agricultural production stage ranked the first in GHG emissions among the four stages with the share of 93.81% of total GHG emissions. Results of econometric model estimation revealed that the impact of human labor, farmyard manure and electricity on olive oil yield and the impact of electricity and chemical fertilizers on GHG emissions were significantly positive. (C) 2013 Elsevier Ltd. All rights reserved.",1.0,Energy-economic life cycle assessment (LCA) and greenhouse gas emissions analysis of olive oil production in Iran
"The reduction in the use of raw materials and the spread of energy efficient processes and components are necessary from both the economic and the environmental viewpoints. This paper presents the design of an innovative multi-functional agricultural machinery able to integrate three separate traditional implements used for hay raking, hay baling and bale wrapping, i.e. hay rake, round baler and bale wrapper machines, with the aim of speeding up the harvesting operations and reducing both the energy consumption and the global environmental impact. A comparative analysis about the adoption of the traditional implements and the new multi-functional machinery is reported. Particularly, the reduction in both the fuel consumption (-32%), the human labor (-66.7%) is discussed together with a differential environmental analysis of the proposed system and the traditional implements. To meet such a last purpose, the study adopts the life cycle assessment methodology carefully quantifying the impact indicators for three different categories, i.e. human health, ecosysteni quality and resource depletion. The results highlight a global environmental impact reduction of about 35%. The proposed system represents an effective and competitive improvement to ease and speed the haymaking process and to reduce the environmental impact of such a key farmer activity. (C) 2014 Elsevier Ltd. All rights reserved.",0.0,Sustainable design and life cycle assessment of an innovative multi-functional haymaking agricultural machinery
"Food waste can be valorized through different technologies, such as anaerobic digestion, incineration, and animal feed production. In this study we analyzed the environmental performance of two food waste valorization scenarios from a company of the retail sector in Belgium, through exergy analysis, exergetic life cycle assessment (ELCA), and a traditional life cycle assessment (LCA). In scenario 1 all food waste was considered to be valorized in an anaerobic digestion (producing electricity, heat, digestate and sorting the packaging material to be used as fuel for cement industry), while in scenario 2 a bread fraction was valorized to produce animal feed and a non-bread fraction was valorized in an anaerobic digestion (producing the same products on scenario I, but in lower amounts). Scenario 2 was 10% more efficient than scenario 1 in the exergy analysis. For the ELCA and the single score LCA, scenario 2 presented lower environmental impacts than scenario 1 (32% and 26% lower, respectively). These results were mainly due to the avoided products from traditional supply chain (animal feed produced from agricultural products) and lower exergy loss at the feed production plant. Nevertheless, the high dry matter content of the bread waste played an important role on these results, therefore it should be pointed out that valorizing food waste to animal feed seems to be a better option only for the fractions of food waste with low water content (as bread waste). (C) 2014 Elsevier B.V. All rights reserved.",1.0,Environmental sustainability assessment of food waste valorization options
"This paper reports outcomes of life cycle assessments (LCAs) of three different oleaginous bioenergy chains (oilseed rape, Ethiopian mustard and cardoon) under Southern Europe conditions. Accurate data on field practices previously collected during a three-year study at two sites were used. The vegetable oil produced by oleaginous seeds was used for power generation in medium-speed diesel engines while the crop residues were used in steam power plants. For each bioenergy chain, the environmental impact related to cultivation, transportation of agricultural products and industrial conversion for power generation was evaluated by calculating cumulative energy demand, acidification potential and global warming potential. For all three bioenergy chains, the results of the LCA study show a considerable saving of primary energy (from 70 to 86 GJ.ha(-1)) and greenhouse gas emissions (from 4.1 to 5.2 t CO2.ha(-1)) in comparison to power generation from fossil fuels, although the acidification potential of these bioenergy chains may be twice that of conventional power generation. In addition, the study highlights that land use changes due to the cultivation of the abovementioned crops reduce soil organic content and therefore worsen and increase greenhouse gas emissions for all three bioenergy chains. The study also demonstrates that the exploitation of crop residues for energy production greatly contributes to managing environmental impact of the three bioenergy chains.",1.0,LCA Study of Oleaginous Bioenergy Chains in a Mediterranean Environment
"Corncob as agricultural waste has dramatically increased in recent years. Some corncobs are recycled and reused as bioproducts, whereas a large amount remains unused and burned in the fields. Currently, furfural production technology is one of the most commonly used technologies for corncob valorization because furfural is one of the most promising chemicals for sustainable chemical production. However, very few studies have analyzed the impact of furfural and furfuralcohol production on the environment and economy via life cycle assessment (LCA) and life cycle costing (LCC). This study aims to quantify the environmental and economic impacts of furfural and furfuralcohol production, identify the main pollution processes and substances, improve potentials, and build a database on the furfural industry. Life cycle assessment and life cycle costing were carried out to estimate the environmental and economic impact of corncob-based furfural and furfuralcohol production. The corncob production, transport, and electricity consumption stages had the greatest impact on the environment because of direct heavy metal, phosphate, and phosphorus emissions. The overall economic impact was mainly attributed to tax, corncob, transport, electricity, and infrastructure investment. Optimizing corncob transport, raw materials and consumption efficiency, and waste disposal is highly important in reducing both environmental and economic burden. The key factors that contribute to reducing the overall environmental and economic impacts are increasing electricity consumption efficiency and furfural product yield, decreasing transport distance from corncob buyers to suppliers, choosing the appropriate corncob compression technology, and optimizing the wastewater reuse system.",0.0,Environmental and economic impact of furfuralcohol production using corncob as a raw material
"Spatial variability in yields and greenhouse gas emissions from soils has been identified as a key source of variability in life cycle assessments (LCAs) of agricultural products such as cellulosic ethanol. This study aims to conduct an LCA of cellulosic ethanol production from switchgrass in a way that captures this spatial variability and tests results for sensitivity to using spatially averaged results. The Environment Policy Integrated Climate (EPIC) model was used to calculate switchgrass yields, greenhouse gas (GHG) emissions, and nitrogen and phosphorus emissions from crop production in southern Wisconsin and Michigan at the watershed scale. These data were combined with cellulosic ethanol production data via ammonia fiber expansion and dilute acid pretreatment methods and region-specific electricity production data into an LCA model of eight ethanol production scenarios. Standard deviations from the spatial mean yields and soil emissions were used to test the sensitivity of net energy ratio, global warming potential intensity, and eutrophication and acidification potential metrics to spatial variability. Substantial variation in the eutrophication potential was also observed when nitrogen and phosphorus emissions from soils were varied. This work illustrates the need for spatially explicit agricultural production data in the LCA of biofuels and other agricultural products.",0.0,Life Cycle Assessment of Switchgrass Cellulosic Ethanol Production in the Wisconsin and Michigan Agricultural Contexts
"The cultivation of giant reed lignocellulosic feedstock on marginal land, appears of great interest in the Mediterranean basin, due to its high production potential under drought conditions. Starting from a three years field survey, in this paper a LCA was applied to the overall 15 years life cycle of a Mediterranean giant reed cultivation in Southern Italy, including Direct Field Emissions (DFE) and non-productive phases of cultivation. Agricultural practices performed yearly for field maintenance (FM-urea fertilization) and harvest operation (HO) shared the largest part of total burdens, nonetheless, the impact of crop establishment and final removal appeared significant. FM was strongly affected by DFE of soil biogenic N2O and fossil CO2 (about 23% and 9% of total Climate change, respectively) and volatilized NH3 (about 69%, 42% and 35% of total impact for Terrestrial acidification, Particulate matter formation and Marine eutrophication, respectively). For Marine eutrophication, also nitrate leaching in the plantation year, affected significantly the overall life cycle. Differently DFE linked to field application of K-P fertilizers for seedbed preparation (P and heavy metal emissions) and pest for final eradication (glyphosate emission), appeared more circumscribed. The study highlighted the need to carefully approach to soil carbon storage, and disclosed to be sensitive to uncertainty linked to DFE and crop yield pattern estimation. (C) 2014 Elsevier Ltd. All rights reserved.",0.0,LCA of Arundo donax L. lignocellulosic feedstock production under Mediterranean conditions
"This paper provides an environmental, energy and economic analysis of a biomass supply chain based on an experimental poplar plantation grown as a Short Rotation Coppice in Southern Spain. The investigation was based on Life Cycle Analysis (LCA) methodology, considering two harvesting technologies and including a sensitivity analysis on the effect of transportation distance. The results show that harvesting was the most significant life cycle phase both in terms of environmental damage and economic costs, primarily due to the strong energy demand of the machinery employed in these activities. Transportation had a comparatively lower environmental and economic significance than harvesting, although the effect of this operation increased rapidly with distance. Agricultural operations related to the use of fertilizers and herbicides were found to have a limited effect on the economics of the system but they had a notable impact on certain midpoint categories relating to human and environmental toxicity, eutrophication and acid emissions. Normalized LCA results point to agricultural land occupation as the most affected environmental category of the system. The bioenergy supply system was highly energy efficient with a Cumulative Energy Demand and a Net Energy Ratio determined at 29.1 MJ/GJ and 34.0, respectively. Poplar collection by chip harvesting was less energy intensive and was more benign to the environment. The results also show a linear relationship between biomass transportation distance and impact values in all midpoint LCA indicators. Biomass collection by chip harvesting was more cost-effective than bale harvesting, while transportation costs were decisive in the economic viability of the system. However, in the conditions assumed, current wood chip prices are too low to make this project economically viable in Spain. This conclusion may be different for other locations that have reduced rental costs for land, lower irrigation needs or improved biomass production yields. (C) 2015 Elsevier Ltd. All rights reserved.",0.0,"Environmental, energy and economic analysis of a biomass supply chain based on a poplar short rotation coppice in Spain"
"Ancient civilizations had agriculture production in their metropolis but modem urban planning separated agriculture from cities, such as Chandigarh by Le Corbusier. At present, FAO estimates that urban agriculture produces food for a quarter of world's population, reducing food transport, package and waste impact among others and improving food safety. Meanwhile, city governments and citizens are reinventing their roofs usage in order to take more advantage of them. Rooftop Greenhouses (RTGs) are an interesting option because they increase the scarce green area of the cities, create new agricultural spaces and promote food self-sufficiency in urban areas among other growing interests. RTGs are greenhouses located on the roof of the buildings that usually produce food using soil-less culture systems. These structures as well as the green facades called Vertical Farming (VF) are part of the building-based Urban Agriculture (UA). In this sense, this article presents the first results of the research project Fertilecity, which aims to analyze, from a technological and sustainability approach, a new agricultural production system for Mediterranean urban areas through the integration of greenhouses on the roof of buildings. This innovative system is an integrated RIG (i-RTG) that includes energy, water and CO2 flows in the metabolism of the building. Multidisciplinary experts participate in Pertilecity Project using multiple methods such as Life Cycle Assessment and the Integrated Value Model for Sustainable Assessment (MIVES). Their first results are: a review of the main experiences in UA; an environmental and economic life cycle analysis of implementing Rooftop Greenhouses (RTGs) in Barcelona and the construction of the ICTA Rooftop Greenhouse Lab (RTG-Lab) near Barcelona. This project aims to demonstrate the potential of i-RTGs and quantify their environmental, economic and social benefits, as well as study how they can change the image of our cities. (C) 2015 The Authors. Published by Elsevier Ltd.",0.0,Roofs of the future: rooftop greenhouses to improve buildings metabolism
"Brazil's mandatory blending of 5.0 % biodiesel with diesel calls for an assessment of the environmental impacts of the biodiesel production process chain. Life-cycle Assessment (LCA) and energy efficiency analysis methodologies were used to assess biodiesel production from soybeans in Rio Grande do Sul state, Brazil. The study used a Cradle to Gate boundary and two levels in the energy analysis. The main results of the LCA were given in terms of environmental impact categories and indicated that phosphorus-rich fertilizers along with herbicides were responsible for major environmental impacts in the agricultural sector, whereas diesel accounted for greater damage in the soybean oil extraction sector. The influence of material flows in the refining of soybean oil varied according to the impact. The highest impacts were obtained using firewood to generate steam and phosphoric acid using sodium hydroxide for oil neutralization. Sodium methoxide and methanol more significantly influenced the transesterification step. Diesel affects all of the industrial sectors, mainly in relation to respiratory organics, the ozone layer, and fossil fuels, contributing no less than 50 % of the impact. Comparing the individual process sectors, the agricultural sector had the highest environmental impact. In terms of energy gain, biodiesel production presented a net energy gain of 3.08 units of useful energy when glycerin and soy meal are considered. Without these co-products, the process was very close to be unfavorable (1.04).",1.0,"Environmental and energy analysis of biodiesel production in Rio Grande do Sul, Brazil"
"In this study, the relationship between the U.S. manufacturing and transportation industries was studied from economic and environmental life cycle sustainability perspective. The main objectives were 1) to quantify the life cycle impacts of national freight transportation activities that were triggered by the U.S. manufacturing industries and supply chains, a.k.a. manufacturing transportation nexus, and 2) assess the transportation-focused sustainability performance of manufacturing sectors based on eco-efficiency. Three environmental impact categories were focused, namely: greenhouse gas (GHG) emissions, energy use, and water withdrawals along with the economic outputs. To achieve the goals, a novel integrated methodology that consists of Economic Input-Output Life-Cycle Assessment (EIO-LCA) and Principal Component Analysis (PCA) was utilized. The scope of the study consists of 276 U.S manufacturing sectors' economic and environmental impacts associated with four transportation modes including air, rail, truck, and water transportation. Based on EIO-LCA results, food manufacturing sector was found to be responsible for the highest environmental impacts and economic output with a share of over 20% for GHG emissions, energy use, and water withdrawals and about 12% for economic output. Motor vehicle manufacturing and motor vehicle body, trailer and parts manufacturing were found to have the second and third largest share of environmental impacts and economic output, respectively. From the result of the eco-efficiency analysis, ordinance and accessory manufacturing (0.719) was found to have the highest and iron and steel mills manufacturing and agricultural chemical manufacturing (0.130) were found to have the least eco-efficiency scores. It was also critical to address that a significant negative correlation was observed between the eco-efficiency and the ton-km transportation trends. Published by Elsevier Ltd.",0.0,A Novel Life Cycle-based Principal Component Analysis Framework for Eco-efficiency Analysis: Case of the United States Manufacturing and Transportation Nexus
