model,DOI,Article Title,Label,baseline_prediction,methods_prediction,baseline_input_tokens,methods_input_tokens,token_delta,baseline_generated_tokens,methods_generated_tokens,baseline_elapsed_seconds,methods_elapsed_seconds,elapsed_delta_seconds,baseline_peak_allocated_mb,methods_peak_allocated_mb,peak_allocated_delta_mb,baseline_peak_reserved_mb,methods_peak_reserved_mb,peak_reserved_delta_mb
google/gemma-3-12b-it,10.1016/j.scitotenv.2023.163104,Life cycle assessment of a novel strategy based on hydrothermal carbonization for nutrient and energy recovery from food waste,1,1,1,494,1024,530,2,2,0.215852830093354,0.3512766999192536,0.1354238698258996,11850.81884765625,12001.41455078125,150.595703125,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.enconman.2023.117450,Environmental co-benefits of energy recovery from wastewater of typical industrial sectors from life cycle perspective: Regional potentials in China,1,1,1,536,1024,488,2,2,0.23465191898867488,0.3515110299922526,0.11685911100357771,11862.67431640625,12001.41455078125,138.740234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2017.05.048,Life cycle assessment of sustainable raw material acquisition for functional magnetite bionanoparticle production,1,1,1,670,1024,354,2,2,0.25771558191627264,0.3540950417518616,0.09637945983558893,11900.49658203125,12001.41455078125,100.91796875,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jclepro.2020.122217,Comparative life cycle environmental impacts of two scenarios for managing an organic fraction of municipal solid waste in Rasht-Iran,1,1,1,596,1024,428,2,2,0.2398293809965253,0.34761233907192945,0.10778295807540417,11879.60986328125,12001.41455078125,121.8046875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.wasman.2023.10.008,Life cycle analysis on sequential recovery of copper and gold from waste printed circuit boards,1,1,1,503,1024,521,2,2,0.21138875279575586,0.3493028562515974,0.13791410345584154,11853.35888671875,12001.41455078125,148.0556640625,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.rser.2024.114856,Life cycle assessment of power-to-methane and renewable methane production technologies,1,1,1,541,1024,483,2,2,0.22671200893819332,0.34622984007000923,0.11951783113181591,11864.08544921875,12001.41455078125,137.3291015625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.128655,Bionor sewage sludge technology - Biomass to fertiliser and a soil addition,1,1,1,728,1024,296,2,2,0.28224746976047754,1.7104301596991718,1.4281826899386942,11916.86767578125,12001.41455078125,84.546875,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2022.160224,Dynamic life cycle assessment for water treatment implications,1,1,1,550,1024,474,2,2,0.22681547701358795,0.34740085108205676,0.12058537406846881,11866.62548828125,12001.41455078125,134.7890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.rser.2019.05.061,Life-cycle assessment of biohythane production via two-stage anaerobic fermentation from microalgae and food waste,1,1,1,491,1024,533,2,2,0.2136792978271842,0.34944850020110607,0.13576920237392187,11849.97216796875,12001.41455078125,151.4423828125,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2020.142230,Improving sustainability of electrolytic wastewater treatment processes by green powering,1,1,1,581,1024,443,2,2,0.2429228089749813,1.8151105660945177,1.5721877571195364,11875.37646484375,12001.41455078125,126.0380859375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2023.137121,Social life cycle assessment of microalgae-based systems for wastewater treatment and resource recovery,0,0,1,500,1024,524,2,2,0.21168012963607907,0.34739360492676497,0.1357134752906859,11852.51220703125,12001.41455078125,148.90234375,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.jclepro.2013.12.013,Modeling the leachate flow and aggregated emissions from municipal waste landfills under life cycle thinking in the Oceanic region of the Iberian Peninsula,0,1,1,506,1024,518,2,2,0.21381011418998241,0.34977107821032405,0.13596096402034163,11854.20556640625,12001.41455078125,147.208984375,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.jece.2022.107246,Environmental sustainability performance of a membrane-based technology for livestock wastewater treatment with nutrient recovery,1,1,1,573,1024,451,2,2,0.2267511487007141,0.3469691858626902,0.1202180371619761,11873.11669921875,12001.41455078125,128.2978515625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2021.147135,Environmental impacts and greenhouse gas emissions assessment for energy recovery and material recycle of the wastewater treatment plant,1,1,1,562,1024,462,2,2,0.2506431941874325,1.6884762137196958,1.4378330195322633,11870.01220703125,12001.41455078125,131.40234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2022.130657,A sustainable performance assessment framework for circular management of municipal wastewater treatment plants,1,1,1,648,1024,376,2,2,0.25065349508076906,0.3477302840910852,0.09707678901031613,11894.28759765625,12001.41455078125,107.126953125,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2024.171550,Comprehensive carbon footprint analysis of wastewater treatment: A case study of modified cyclic activated sludge technology for low carbon source urban wastewater treatment,1,1,1,411,1024,613,2,2,0.1979306871071458,0.3464811691083014,0.14855048200115561,11827.39208984375,12001.41455078125,174.0224609375,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.cej.2024.155777,Assessing the sustainability of wastewater reuse and derivative waste recovery system in integrated circuit enterprise,1,1,1,562,1024,462,2,2,0.2300729271955788,0.34810874005779624,0.11803581286221743,11870.01220703125,12001.41455078125,131.40234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.chemosphere.2018.11.108,Systematic approach to evaluating environmental and ecological technologies for wastewater treatment,1,1,1,544,1024,480,2,2,0.23209880199283361,0.34842335525900126,0.11632455326616764,11864.93212890625,12001.41455078125,136.482421875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2021.149842,Safflower-based biorefinery producing a broad spectrum of biofuels and biochemicals: A life cycle assessment perspective,1,1,1,748,1024,276,2,2,0.26988725271075964,0.3473667139187455,0.07747946120798588,11922.51220703125,12001.41455078125,78.90234375,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.cej.2022.139551,"Scaled-up microwave pyrolysis of sludge for hydrogen-rich biogas and life cycle assessment: Parameters synergistic optimization, carbon footprint analysis and technology upgrade",1,1,1,523,1024,501,2,2,0.22727884911000729,0.34778892528265715,0.12051007617264986,11859.00537109375,12001.41455078125,142.4091796875,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.jclepro.2022.135218,Exploring the potential health and ecological damage of lead-zinc production activities in China: A life cycle assessment perspective,1,1,1,710,1024,314,2,2,0.2802054672501981,1.6942555257119238,1.4140500584617257,11911.78759765625,12001.41455078125,89.626953125,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.jenvman.2022.115778,Life cycle assessment of bioelectrochemical and integrated microbial fuel cell systems for sustainable wastewater treatment and resource recovery,1,1,1,559,1024,465,2,2,0.2279862309806049,0.3471170598641038,0.11913082888349891,11869.16552734375,12001.41455078125,132.2490234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2022.131973,Assessing the environmental performance of a novel coal mine brine treatment technique: A case in Poland,1,1,1,654,1024,370,2,2,0.25381404906511307,0.3472582590766251,0.09344421001151204,11895.98095703125,12001.41455078125,105.43359375,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.resourpol.2021.102426,Circular economy and six approaches to improve potassium life cycle for global crop production,0,1,1,580,1024,444,2,2,0.23838506871834397,0.3472443912178278,0.10885932249948382,11875.09423828125,12001.41455078125,126.3203125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.126557,A framework for the design and optimization of integrated fixed-film activated sludge-membrane bioreactor configuration by focusing on cost-coupled life cycle assessment,1,1,1,526,1024,498,2,2,0.23850644612684846,0.34792932122945786,0.1094228751026094,11859.85205078125,12001.41455078125,141.5625,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2023.168281,Modular life cycle assessment approach: Environmental impact of rainwater harvesting systems in urban water systems,1,1,1,541,1024,483,2,2,0.228080112952739,0.3485651430673897,0.12048503011465073,11864.08544921875,12001.41455078125,137.3291015625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2021.113326,Recycling drainage effluents using reverse osmosis powered by photovoltaic solar energy in hydroponic tomato production: Environmental footprint analysis,1,1,1,646,1024,378,2,2,0.25175248784944415,0.3472380409948528,0.09548555314540863,11893.72314453125,12001.41455078125,107.69140625,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jwpe.2023.104103,Integrating eco-environmental assessment with energy recovery for petrochemical wastewater treatment technologies: A transition towards green and sustainable management,1,1,1,519,1024,505,2,2,0.23384010419249535,0.3485959181562066,0.11475581396371126,11857.87646484375,12001.41455078125,143.5380859375,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.ecolind.2018.07.013,Indicators and methods to assess sustainability of wastewater sludge management in the perspective of two systems ecology models,0,1,1,495,1024,529,2,2,0.21230388106778264,0.34757209476083517,0.13526821369305253,11851.10107421875,12001.41455078125,150.3134765625,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.jwpe.2021.102069,"Case study: Effective use of Microphytes in wastewater treatment, profit evaluation, and scale-up life cycle assessment",0,1,1,429,1024,595,2,2,0.20024197222664952,0.3478489420376718,0.14760696981102228,11832.47216796875,12001.41455078125,168.9423828125,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.jclepro.2014.11.021,Selecting sewage sludge treatment alternatives in modern wastewater treatment plants using environmental decision support systems,1,1,1,459,1024,565,2,2,0.21310423035174608,1.8294435199350119,1.6163392895832658,11840.94091796875,12001.41455078125,160.4736328125,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.biortech.2021.125227,Life cycle assessment of hetero- and phototrophic as well as combined cultivations of Galdieria sulphuraria,1,1,1,387,1024,637,2,2,0.19669436011463404,0.34779323963448405,0.15109887951985002,11820.61865234375,12001.41455078125,180.7958984375,11844.0,12048.0,204.0
google/gemma-3-12b-it,10.1016/j.jclepro.2014.12.005,Energy recovery alternatives for the sustainable management of olive oil industry waste in Australia: life cycle assessment,1,1,1,709,1024,315,2,2,0.2688804678618908,0.3468031738884747,0.07792270602658391,11911.50537109375,12001.41455078125,89.9091796875,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2018.08.104,"Environmental, energy, and economic analysis of integrated treatment of municipal solid waste and sewage sludge: A case study in China",1,1,1,591,1024,433,2,2,0.23946404131129384,0.350898468401283,0.11143442708998919,11878.19873046875,12001.41455078125,123.2158203125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.127292,Conceptually integrating a multi-product strategy for the valorization of kitchen waste towards a more sustainable management,1,1,1,584,1024,440,2,2,0.24812281597405672,0.3496085121296346,0.1014856961555779,11876.22314453125,12001.41455078125,125.19140625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2024.142646,2030 oil palm plantation carbon footprint estimation using O-LCA and forecasting,1,1,1,502,1024,522,2,2,0.2122112619690597,0.34795852238312364,0.13574726041406393,11853.07666015625,12001.41455078125,148.337890625,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.126868,"Environmental assessment of urine, black and grey water separation for resource recovery in a new district compared to centralized wastewater resources recovery plant",1,1,1,644,1024,380,2,2,0.2509486861526966,0.34740594821050763,0.09645726205781102,11893.15869140625,12001.41455078125,108.255859375,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2022.156422,Increasing resource circularity in wastewater treatment: Environmental implications of technological upgrades,1,1,1,547,1024,477,2,2,0.24001054093241692,1.7138947676867247,1.4738842267543077,11865.77880859375,12001.41455078125,135.6357421875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.watres.2022.118234,Environmental Life Cycle Assessment of small water resource recovery facilities: Comparison of mechanical and lagoon systems,1,1,1,597,1024,427,2,2,0.2379486197605729,0.3512711739167571,0.1133225541561842,11879.89208984375,12001.41455078125,121.5224609375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.129707,Process simulation and economic and environmental evaluation of a corncob-based biorefinery system,1,1,1,579,1024,445,2,2,0.2387869697995484,0.34749661898240447,0.10870964918285608,11874.81201171875,12001.41455078125,126.6025390625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.desal.2019.114087,Hotspot analysis and improvement schemes for capacitive deionization (CDI) using life cycle assessment,1,1,1,509,1024,515,2,2,0.21646135300397873,0.3506450322456658,0.13418367924168706,11855.05224609375,12001.41455078125,146.3623046875,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.watres.2024.121889,Sustainable design of photo-Fenton-like oxidation process in actual livestock wastewater through the highly dispersed FeCl 3 anchoring on a g-C 3 N 4 substrate,1,1,1,692,1024,332,2,2,0.2524392018094659,0.34753253497183323,0.09509333316236734,11906.70556640625,12001.41455078125,94.708984375,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2016.10.237,Environmental impacts of milk powder and butter manufactured in the Republic of Ireland,1,1,1,600,1024,424,2,2,0.23841187171638012,0.3480699872598052,0.10965811554342508,11880.73876953125,12001.41455078125,120.67578125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2022.131768,Cultivation of microalgae in adjusted wastewater to enhance biofuel production and reduce environmental impact: Pyrolysis performances and life cycle assessment,1,1,1,656,1024,368,2,2,0.2531440369784832,0.34706877917051315,0.09392474219202995,11896.54541015625,12001.41455078125,104.869140625,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.watres.2020.116175,Potential for co-disposal and treatment of food waste with sewage: A plant-wide steady-state model evaluation,1,1,1,599,1024,425,2,2,0.24984802305698395,1.688950588926673,1.439102565869689,11880.45654296875,12001.41455078125,120.9580078125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2020.125155,From feed to fork- Life Cycle Assessment on an Italian rainbow trout (Oncorhynchus mykiss) supply chain,1,1,1,649,1024,375,2,2,0.25096727116033435,0.3471517073921859,0.09618443623185158,11894.56982421875,12001.41455078125,106.8447265625,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.biortech.2020.124204,Wastewater treatment using oxygenic photogranule-based process has lower environmental impact than conventional activated sludge process,1,1,1,404,1024,620,2,2,0.19918453507125378,0.34733173390850425,0.14814719883725047,11825.41650390625,12001.41455078125,175.998046875,11844.0,12048.0,204.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2024.171942,"Assessing the wastewater reclaim system consisted of wastewater plant - hybrid constructed wetland - ultra filtration and reverse osmosis in a chemical industrial park, a multi-criteria decision-making analysis",1,1,1,586,1024,438,2,2,0.23508490389212966,1.8402259428985417,1.605141039006412,11876.78759765625,12001.41455078125,124.626953125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.resconrec.2019.104458,Comprehensive water footprint assessment of conventional and four alternative resource recovery based wastewater service options,1,1,1,516,1024,508,2,2,0.22461124835535884,0.34757780795916915,0.12296655960381031,11857.02978515625,12001.41455078125,144.384765625,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.jclepro.2017.11.097,Life cycle assessment of a micro aquaponic system for educational purposes built using recovered material,1,1,1,534,1024,490,2,2,0.22839482687413692,0.3477908819913864,0.11939605511724949,11862.10986328125,12001.41455078125,139.3046875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2017.04.012,Environmental impacts of detergents and benefits of their recovery in the laundering industry,1,1,1,468,1024,556,2,2,0.21003586892038584,0.34789313469082117,0.13785726577043533,11843.48095703125,12001.41455078125,157.93359375,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.jclepro.2023.139846,Revealing the best solution simultaneously for environmental and economic performance using response surface methodology under the perspective of life cycle: A case study of sludge dewatering by the Fenton process,1,1,1,655,1024,369,2,2,0.5406335070729256,1.3853332418948412,0.8446997348219156,11896.26318359375,12001.41455078125,105.1513671875,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jclepro.2017.01.093,"Get in sanitation 2.0 by opportunity of rural China: Scheme, simulating application and life cycle assessment",1,1,1,535,1024,489,2,2,0.227592543233186,0.34691312117502093,0.11932057794183493,11862.39208984375,12001.41455078125,139.0224609375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.eiar.2019.106362,A comparison of different scenarios for on-site reuse of blackwater and kitchen waste using the life cycle assessment methodology,1,1,1,743,1024,281,2,2,0.27554666297510266,0.35523540107533336,0.0796887381002307,11921.10107421875,12001.41455078125,80.3134765625,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.resconrec.2024.107939,"Carbon footprints of incineration, pyrolysis, and gasification for sewage sludge treatment",1,1,1,414,1024,610,2,2,0.2010911898687482,0.356263997964561,0.1551728080958128,11828.23876953125,12001.41455078125,173.17578125,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.resconrec.2019.04.019,A LCA study to investigate resource-efficient strategies for managing post-consumer gypsum waste in Lombardy region (Italy),1,1,1,478,1024,546,2,2,0.2145827771164477,0.41136059118434787,0.19677781406790018,11846.30322265625,12001.41455078125,155.111328125,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.jenvman.2024.121210,Environmental prospective of valorizing corn processing effluent to produce ferulic acid grafted chitosan polymer,1,1,1,493,1024,531,2,2,0.261010130867362,0.35189782828092575,0.09088769741356373,11850.53662109375,12001.41455078125,150.8779296875,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.spc.2023.03.017,Social life cycle assessment of a desalination and resource recovery plant on a remote island: Analysis of generic and site-specific perspectives,0,0,0,630,1024,394,2,2,0.2450226042419672,0.35375668527558446,0.10873408103361726,11889.20556640625,12001.41455078125,112.208984375,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.enconman.2021.114806,"Catalytic hydrothermal liquefaction of microalgae cultivated in wastewater: Influence of ozone-air flotation on products, energy balance and carbon footprint",1,1,1,700,1024,324,2,2,1.729407663922757,0.3479676158167422,-1.3814400481060147,11908.96337890625,12001.41455078125,92.451171875,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.jclepro.2015.08.112,Greenhouse gas emissions and energy balance of biodiesel production from microalgae cultivated in photobioreactors in Denmark: a life-cycle modeling,1,1,1,586,1024,438,2,2,0.23637309484183788,0.3496258398517966,0.11325274500995874,11876.78759765625,12001.41455078125,124.626953125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.susmat.2023.e00579,Life cycle assessment and economic analysis of bioplastics production from cyanobacteria,1,1,1,485,1024,539,2,2,0.2103936797939241,0.34855587920174,0.13816219940781593,11848.27880859375,12001.41455078125,153.1357421875,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.jenvman.2019.109384,Impact of various microalgal-bacterial populations on municipal wastewater bioremediation and its energy feasibility for lipid-based biofuel production,0,1,1,612,1024,412,2,2,0.2373500671237707,1.802605333738029,1.5652552666142583,11884.12548828125,12001.41455078125,117.2890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2024.143391,Environmental impacts and decarbonization pathways of oily sludge pyrolysis based on life cycle assessment,1,1,1,494,1024,530,2,2,0.2130140890367329,0.3471529013477266,0.13413881231099367,11850.81884765625,12001.41455078125,150.595703125,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.jclepro.2024.141026,Lifecycle assessment and electro-spinning technique for a sustainable fiber bottle production system with controllable waste and wastewater treatment,1,1,1,491,1024,533,2,2,0.20955414278432727,0.3469961415976286,0.13744199881330132,11849.97216796875,12001.41455078125,151.4423828125,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.apenergy.2016.07.029,Agricultural anaerobic digestion plants: What LCA studies pointed out and what can be done to make them more environmentally sustainable,1,1,1,476,1024,548,2,2,0.20927946688607335,0.34734711330384016,0.1380676464177668,11845.73876953125,12001.41455078125,155.67578125,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.resconrec.2019.01.035,Environmental performance of hybrid rainwater-greywater systems in residential buildings,1,1,1,515,1024,509,2,2,0.2383405389264226,0.34788254322484136,0.10954200429841876,11856.74755859375,12001.41455078125,144.6669921875,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2017.08.277,Environmental sustainability of the solar photo-Fenton process for wastewater treatment and pharmaceuticals mineralization at semi-industrial scale,1,1,1,599,1024,425,2,2,0.2387516750022769,0.3473796611651778,0.10862798616290092,11880.45654296875,12001.41455078125,120.9580078125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.ecoenv.2024.117123,"Evaluation, optimization study, and life cycle assessment of novel eco-friendly PVA-based nanocomposite hydrogel adsorbents for methylene blue and paracetamol removal",1,1,1,635,1024,389,2,2,0.23881498677656054,0.34933230094611645,0.1105173141695559,11890.61669921875,12001.41455078125,110.7978515625,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jclepro.2019.119438,Environmental sustainability assessment of a fixed media based and package type integrated fixed-film activated sludge reactor in India: A damage-oriented approach,1,1,1,570,1024,454,2,2,1.6978795980103314,0.3526663859374821,-1.3452132120728493,11872.27001953125,12001.41455078125,129.14453125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2014.05.023,Impact of activated sludge configuration and operating conditions on in vitro and in vivo responses and trace organic compound removal,0,0,0,605,1024,419,2,2,0.23783641029149294,0.34772705286741257,0.10989064257591963,11882.14990234375,12001.41455078125,119.2646484375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2024.121442,"Performance of high-efficiency UV-C LEDs in water disinfection: Experimental, life cycle assessment, and economic analysis of different operational scenarios",1,1,1,585,1024,439,2,2,0.23621185775846243,0.34673467790707946,0.11052282014861703,11876.50537109375,12001.41455078125,124.9091796875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2023.166044,Sustainability assessment of waste and wastewater recovery for edible mushroom production through an integrated nexus. A case study in Lazio,1,1,1,511,1024,513,2,2,0.2122797342017293,1.8027255567722023,1.590445822570473,11855.61669921875,12001.41455078125,145.7978515625,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.energy.2021.121530,"Opportunities for utilizing waste cooking oil in crude to petrochemical process: Novel process design, optimal strategy, techno-economic analysis and life cycle society-environment assessment",0,1,1,557,1024,467,2,2,0.22876548301428556,0.3474064120091498,0.11864092899486423,11868.60107421875,12001.41455078125,132.8134765625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2022.116357,Relevance of sludge management practices and substance modeling in LCA for decision-making: A case study in Chile,1,1,1,611,1024,413,2,2,0.23792092828080058,0.3473027949221432,0.10938186664134264,11883.84326171875,12001.41455078125,117.5712890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.heliyon.2017.e00268,Towards better environmental performance of wastewater sludge treatment using endpoint approach in LCA methodology,1,1,1,659,1024,365,2,2,0.2557137217372656,0.3465540031902492,0.09084028145298362,11897.39208984375,12001.41455078125,104.0224609375,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jclepro.2018.07.020,Environmental and economic implications of food safety interventions: Life cycle and operating cost assessment of antimicrobial systems in US beef packing industry,1,1,1,531,1024,493,2,2,1.7272103922441602,0.3484341502189636,-1.3787762420251966,11861.26318359375,12001.41455078125,140.1513671875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2024.141087,Performance evaluation of pilot scale ion exchange membrane bioreactor for nitrate removal from secondary effluent,1,1,1,570,1024,454,2,2,0.22798734391108155,0.3478405950590968,0.11985325114801526,11872.27001953125,12001.41455078125,129.14453125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.enconman.2023.117127,Thermodynamic and environmental analysis of auto-thermal supercritical water co-gasification polygeneration system of sewage sludge with coal,1,1,1,567,1024,457,2,2,0.22926435805857182,0.3469756292179227,0.11771127115935087,11871.42333984375,12001.41455078125,129.9912109375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.watres.2024.122741,"Consequential life cycle assessment of urban source-separating sanitation systems complementing centralized wastewater treatment in Lund, Sweden",1,1,1,623,1024,401,2,2,0.24161984818056226,1.745929448865354,1.5043096006847918,11887.22998046875,12001.41455078125,114.1845703125,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jenvman.2017.03.094,Carbon footprint of urban source separation for nutrient recovery,1,1,1,507,1024,517,2,2,0.2109531881287694,0.347237192094326,0.13628400396555662,11854.48779296875,12001.41455078125,146.9267578125,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.wasman.2023.09.012,Opportunities for centralized regional mode of manure and sewage management in pig farming: The evidence from environmental and economic performance,1,1,1,551,1024,473,2,2,0.23252530815079808,0.34706353675574064,0.11453822860494256,11866.90771484375,12001.41455078125,134.5068359375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.resconrec.2018.09.023,"Gate-to-gate environmental impacts of dairy processing products in Thiruvananthapuram, India",1,1,1,544,1024,480,2,2,0.22624074993655086,0.34736569318920374,0.12112494325265288,11864.93212890625,12001.41455078125,136.482421875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.ecoleng.2023.107015,Environmental performance of constructed wetland planted with monocultures and polycultures for wastewater treatment,1,1,1,518,1024,506,2,2,0.23813650524243712,0.3477141708135605,0.10957766557112336,11857.59423828125,12001.41455078125,143.8203125,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.watres.2023.120109,Climate change impacts of conventional sewage sludge treatment and disposal,1,1,1,496,1024,528,2,2,0.20876975310966372,0.3488147873431444,0.1400450342334807,11851.38330078125,12001.41455078125,150.03125,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.129048,Assessing socio-economic value of innovative materials recovery solutions validated in existing wastewater treatment plants,0,0,1,554,1024,470,2,2,0.22666532499715686,0.3471225737594068,0.12045724876224995,11867.75439453125,12001.41455078125,133.66015625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2023.164612,Enhanced biomethane production with a low carbon footprint via anaerobic co-digestion of swine wastewater with rice husk,1,1,1,709,1024,315,2,2,0.27091116923838854,1.7352012796327472,1.4642901103943586,11911.50537109375,12001.41455078125,89.9091796875,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.jece.2022.108446,Life cycle assessment instructed preparation of wood-based filtration device with efficient water purification and oil reclamation by deep eutectic solvent,1,1,1,436,1024,588,2,2,0.19640559796243906,0.34696080489084125,0.15055520692840219,11834.44775390625,12001.41455078125,166.966796875,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.wasman.2024.09.021,Technical and environmental assessment of sludge-derived slag generated from high temperature slagging co-gasification process as a sustainable construction material,1,1,1,517,1024,507,2,2,0.23363644490018487,0.347244958858937,0.11360851395875216,11857.31201171875,12001.41455078125,144.1025390625,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.jclepro.2023.137227,Incorporation of main line impact into life cycle assessment of nutrient recovery from reject water using novel membrane contactor technology,1,1,1,504,1024,520,2,2,0.21087096631526947,0.35948492120951414,0.14861395489424467,11853.64111328125,12001.41455078125,147.7734375,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.resconrec.2019.03.029,Improving the resource footprint evaluation of products recovered from wastewater: A discussion on appropriate allocation in the context of circular economy,0,1,1,527,1024,497,2,2,0.22736066626384854,0.34829231072217226,0.12093164445832372,11860.13427734375,12001.41455078125,141.2802734375,11884.0,12048.0,164.0
