Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,LCA_prediction,LCA_raw_response,LCA_elapsed_s,abstract_missing
J,"Rodriguez-Gómez, YC; Serrano-Arellano, J; Demesa-López, FN; Belman-Flores, JM; Ituna-Yudonago, JF",,,,"Rodriguez-Gomez, Y. C.; Serrano-Arellano, J.; Demesa-Lopez, F. N.; Belman-Flores, J. M.; Ituna-Yudonago, J. F.",,,Thermal Performance Assessment of a Trombe Wall in Social Housing through Numerical Simulation: A Case Study in Mexico,FRONTIERS IN HEAT AND MASS TRANSFER,,,,,,,,,,,,"The Trombe Wall (TW) is a low-cost, passive heating system known for its high thermal efficiency, particularly in cold and temperate climates. Recent research has explored its adaptability to warm-dry climates with high thermal variability, such as those found in central Mexico. This study presents a dynamic simulation-based analysis of the TW's thermal performance in a representative social housing unit located in Pachuca de Soto, Hidalgo. Two models were compared-one with a south-facing TW system and one without-to evaluate indoor thermal comfort throughout a full annual cycle. The simulations were conducted using OpenStudio and EnergyPlus, integrating detailed climate data and construction parameters. Results indicate significant improvements in interior temperature stability and comfort during winter, with temperature increases of up to 5.1 circle C in living areas. The system's implementation made it possible to attain a new level of average winter indoor temperature of 18.3 circle C by using solar energy, up from 14.4 circle C without mechanical heating. The introduction of the TW significantly reduces the interior thermal oscillation and enhances the habitability conditions during the winter, with an increase of 167% in the annual number of hours within the thermal comfort range of 18 circle C-24 circle C vs. the base model. Currently, temperature fluctuations inside buildings due to climate change affect the health of users. The system presented in this study reduces these temperature fluctuations to improve quality of life.",,,,,"Ituna Yudonago, Jean Fulbert/JYQ-6230-2024",,,,,,,,,,,,,,2151-8629,,,,,,2025,23.0,6,,,,,2073,2107,,10.32604/fhmt.2025.069564,0.0,,,,,,,,,,,,,WOS:001719988000001,0,0,0,4.12,False
J,"Kalva, CA; Penedo, T; Barbieri, RA; Barbieri, FA",,,,"Kalva-filho, Carlos A.; Penedo, Tiago; Barbieri, Ricardo A.; Barbieri, Fabio A.",,,"Real-time intensity feedback can improve the benefits of aerobic stimuli in Parkinson's disease: randomized, crossover-controlled feasibility trial",BRAZILIAN JOURNAL OF MOTOR BEHAVIOR,,,,,,,,,,,,"BACKGROUND: Prescribing and maintaining adherence to high-intensity exercise is challenging in people with Parkinson's disease (PwPD). Adding cognitive engagement may enhance exercise benefits. Critical heart rate (CHR) offers a promising method to prescribe aerobic intensity and provide feedback during training. However, it is unclear whether this approach achieves higher training loads than self-selected intensity while preserving adherence. AIM: To investigate the feasibility of a walking-based intervention with intensity feedback prescribed using CHR (WB+F) in PwPD. Secondarily, the effects on motor and non-motor outcomes were explored. METHODS: Twenty-four PwPD were invited to participate in a randomized crossover-controlled trial consisting of two 8-week training cycles (WB+F: walking at CHR with intensity feedback; SSS: self-selected speed), separated by a 3-week washout period. Feasibility outcomes included retention, adherence, and compliance. Motor and non-motor outcomes were assessed before and after each training cycle. RESULTS: Retention comprised 10 participants (42% of those enrolled), with adherence rates above 75% in both training conditions (p=0.572). Compliance analyses showed higher values for WB+F compared with SSS for distance covered (p=0.004), rating of perceived exertion (p=0.006), and training load (p=0.002). Cognitive performance improved (p=0.032), and time to complete the 400-m walk test decreased (p=0.043) following WB+F. INTERPRETATION: Despite the promising cognitive and motor outcomes, this feasibility study demonstrated low retention rates, which limit the clinical relevance of the findings. Nevertheless, the compliance results suggest that CHR-based prescription is feasible in PwPD. Future studies should adopt parallel-group designs to ensure larger sample sizes and adequately test the efficacy of the WB+F approach",,,,,"Barbieri, Ricardo Augusto/D-3873-2012; Barbieri, Fabio/G-8721-2013; Kalva-Filho, Carlos/P-1545-2015; Penedo, Tiago/JCE-3470-2023",,,,,,,,,,,,,,1980-5586,2446-4902,,,,,2025,19.0,1,,,,,,,e502,10.20338/bjmb.v19i1.502,0.0,,,,,,,,,,,,,WOS:001701348600006,0,0,0,4.69,False
J,"Patnaik, D; Bharti, R",,,,"Patnaik, Deepti; Bharti, Rakshak",,,BUILDING INFORMATION MODELING AND ITS ROLE IN ADVANCING SUSTAINABLE CONSTRUCTION PRACTICES,ARCHIVES FOR TECHNICAL SCIENCES,,,,,,,,,,,,"The global construction industry accounts for approximately 37% of energy-related carbon dioxide emissions and nearly one-third of global waste, necessitating a rapid shift toward sustainable practices. Building Information Modeling (BIM) has become a transition catalyst, going beyond simple 3D visualization that has incorporated environmental intelligence. This essay explores the central aspect of BIM to the development of sustainable building by looking at its multi-dimensional features with particular reference to the 6D BIM (Sustainability). Statistical insights indicate that integrating BIM during the design phase can reduce material waste by 15% to 25%, with high-performance case studies like The Edge achieving reductions of up to 70% through precise quantity take-offs and automated clash detection. Furthermore, BIM-driven energy simulations enable architects to optimize building envelopes, potentially reducing operational energy consumption by up to 30%. By facilitating automated Life Cycle Assessments (LCAs), BIM enables the comparison of low-carbon material alternatives, which can reduce a project's total embodied carbon by approximately 20%. Despite these established benefits, the study reveals that there are major obstacles to its widespread use, such as a lack of interoperability and a high initial learning curve. However, the analysis concludes that the long-term Return on Investment (ROI) driven by a 5% to 8% reduction in total project costs and enhanced building performance positions BIM as an indispensable tool for achieving global net-zero targets. The results indicate that the shift to dynamic Digital Twins of the models currently in place will reduce the difference in the predicted and observed environmental performance, so that sustainability will become a tangible reality, rather than a goal that is to be achieved at the design stage.",,,,,,"Bharti, Rakshak/0009-0000-0543-0665",,,,,,,,,,,,,1840-4855,2233-0046,,,,,2025,,34,,,,,1038,1047,,10.70102/afts.2025.1834.1038,0.0,,,,,,,,,,,,,WOS:001692441600027,0,1,1,3.38,False
B,"Sharpe, S; Dominish, E; Martinez-Fernandez, C",,"Lund-Thomsen, P",,"Sharpe, Samantha; Dominish, Elsa; Martinez-Fernandez, Cristina",,,Taking climate action: measuring carbon emissions in the garment sector in Asia,GLOBAL VALUE CHAINS AND CLIMATE CHANGE: Reconfiguring the Garment and Textile Industries,New Horizons in International Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-1-0353-1096-8; 978-1-0353-1095-1,,,,2025,,,,,,,35,60,,,,10.4337/9781035310968,,,,,,,,,,,,WOS:001668792900004,0,0,0,1.7,True
J,"Zavisa, Z; Vienazindiene, M",,,,"Zavisa, Z.; Vienazindiene, M.",,,MAPPING THE GLOBAL RESEARCH LANDSCAPE ON REUSABLE PLASTIC PACKAGING: A BIBLIOMETRIC ANALYSIS,POLISH JOURNAL OF MANAGEMENT STUDIES,,,,,,,,,,,,"The shift to circular economy models demands consolidated evidence on reusable plastic packaging (RPP), especially reusable plastic crates (RPCs). The purpose of this paper is to map and review scientific literature that comprises reusable plastic packaging with emphasis on reusable plastic crates (RPCs) to show what has been studied, how themes connect, and where the gaps are. A bibliometric review was conducted on the Scopus database. An advanced search was performed using the title, abstract and keywords. Following de-duplication and screening for topical relevance, language (English) and document type (articles and reviews), 205 documents from 2000 to 2025 were retained. Maps were generated in VOSviewer using association-strength normalization and full counting, and spelling variants were harmonized via a thesaurus. With a keyword threshold >= 5 (N=79), five clusters were identified relating to supply-chain sustainability, consumer behaviour, waste/recycling, life-cycle assessment (LCA), and policy. Density and Average Publication Year (APY) overlay analyses indicated core emphases on sustainability and LCA, and recent growth was observed in consumer behaviour, e-commerce, and decision-making after 2018. Co-authorship networks were found to be fragmented. A map and a research agenda are provided, focusing on behaviour-operations integration, decision support, digital governance and regions that have been understudied. To date, no field-level, supply-chain-focused bibliometric map of reusable plastic crates integrating keyword co-occurrence, APY overlays, and co-authorship networks has been available; this gap is addressed by this study.",,,,,,,,,,,,,,,,,,,2081-7452,,,,,,2025,32.0,1,,,,,292,309,,,,,,,,,,,,,,,,WOS:001690316400017,0,0,0,4.46,False
J,"Hegyi, A; Calatan, G; Petcu, C; Bakos, S; Csapai, A",,,,"Hegyi, Andreea; Calatan, Gabriela; Petcu, Cristian; Bakos, Stefan; Csapai, Alexandra",,,EVALUATION OF THE POSSIBILITIES OF USING CLAY SOILS FOR THE REALIZATION OF VERNACULAR CONSTRUCTIONS,SCIENTIFIC PAPERS-SERIES E-LAND RECLAMATION EARTH OBSERVATION & SURVEYING ENVIRONMENTAL ENGINEERING,,,,,,,,,,,,"Since time immemorial, mankind has sought solutions to the problem of creating sustainable living spaces that provide thermal comfort and good indoor air quality. One of the most prevalent techniques has been the construction of buildings from clay-based materials. Nevertheless, even at the present time, this method is still insufficiently regulated by generalised regulations. The principal issue is the diversity of raw material characteristics, which necessitates a considerable number of preliminary tests and a lengthy period of time. This paper puts forward an interdisciplinary methodology for the analysis of clayey earth, with a view to determining the potential applications of this material in the production of adobe-brick masonry elements and plastering mortars for vernacular construction. The research methodology entailed a pedological analysis of 30 clay soil samples sourced from M & acirc;rg & abreve;u and Ciucea region, Cluj, followed by an evaluation of their suitability for construction applications. The experimental findings have indicated the potential for establishing limiting conditions regarding the clay, sand, and dust content of the soils, in conjunction with pH, humus, and carbonate levels.",,,,,"Petcu, Cristian/ABA-4560-2021; Hegyi, Andreea-Cristina/N-2236-2015",,,,,,,,,,,,,,2285-6064,,,,,,2025,14.0,,,,,,218,230,,,,,,,,,,,,,,,,WOS:001692506600010,0,0,0,3.43,False
J,"Fouda, T; El-Bahnasawy, AH; Kassab, N",,,,"Fouda, Tarek; El-Bahnasawy, Adel Hamed; Kassab, Nourhan",,,ESTIMATION THE CARBON FOOTPRINT FOR BANANA RIPENING ROOMS,SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,,,,,,,,,,,,"Although they are an essential part of the post-harvest supply chain, banana ripening rooms' energy-intensive operations greatly increase the carbon footprint associated with banana production and distribution as a whole. A thorough methodology for figuring out the carbon footprint of banana ripening rooms is presented in this paper. Using the GHG Protocol standards, we conducted a life cycle assessment (LCA) that includes electricity use emissions, refrigerant leakage emissions, transportation emissions, ethylene gas emissions, and building and equipment manufacturing emissions (embodied carbon).The results indicate that the emissions from electricity use are about 47%, ethylene gas emissions are about 0.12%, refrigerant leakage emissions are about 6.7%, embodied carbon represent about 1.3% and transportation emissions are about 43.97% for the first model with an average emission factor of 53.006 tons CO2-eq per 12 tons of ripe bananas, while they represent about 38.5%, 0.124%, 8.53%, 1.21% and 51.53% for the second model with an average emission factor of30.153 tons CO2-eq per 8 tons of ripe bananas, while the emission values for the third model were about 31.99%, 0.11%, 7.87%, 1.6%, and 58.85% with an average emission factor of 19.97 tons CO2-eq per 6 tons of ripe bananas. Changes in emissions were influenced by factors such as the local power grid mix, insulation efficiency, and the duration of the ripening cycle. The results confirm the potential for carbon reduction through the adoption of renewable energy, improved thermal insulation, and improved operating standards. This research provides a unified framework for assessing and mitigating the environmental impact of ripening processes within the fruit supply chain.",,,,,"Fouda, Tarek/JJF-1649-2023",,,,,,,,,,,,,,2284-7995,2285-3952,,,,,2025,25.0,4,,,,,,,,,,,,,,,,,,,,,,WOS:001691466400012,0,1,1,4.33,False
J,"Kozar, LJ; Sobczak, M",,,,"Kozar, Lukasz Jaroslaw; Sobczak, Michal",,,GREEN JOBS IN THE CONSTRUCTION SECTOR: A BIBLIOMETRIC ANALYSIS OF GREEN RESEARCH CHALLENGES,ECONOMICS AND ENVIRONMENT,,,,,,,,,,,,"The aim of the research was to identify key green research areas in scientific publications addressing green jobs and the construction sector at the same time. To achieve such a goal, bibliometric analyses of scientific publications were carried out from two databases, which were Scopus and Web of Science. As a result of the analyses, 29 green research areas were identified, which were indicated in at least two different scientific publications. The originality of the study was that, in addition to bibliometric analysis focused on authors' keywords, the entire content of scientific publications was analysed, which allowed additional conclusions to be drawn. Interesting future green research directions were identified that are not currently addressed in the context of green jobs in the construction sector. Among such research directions, attention was paid to golden-green jobs, the green skills gap, the process of forming green competencies of construction sector employees, or the phenomena of pushing green jobs workers into green self-employment.",,,,,"Kozar, Łukasz/IVH-7082-2023",,,,,,,,,,,,,,2957-0387,2957-0395,,,,,2025,95.0,4,,,,,,,870,10.34659/eis.2025.95.4.870,0.0,,,,,,,,,,,,,WOS:001691575700012,0,0,0,3.3,False
S,"Izah, SC; Ogwu, MC; Salimon, SS",,"Ogwu, MC; Izah, SC",,"Izah, Sylvester Chibueze; Ogwu, Matthew Chidozie; Salimon, Saoban Sunkanmi",,,Principles of Sustainable Development and Environmental Management,EVALUATING ENVIRONMENTAL PROCESSES AND TECHNOLOGIES,Environmental Science and Engineering,Environmental Engineering,,,,,,,,,,"Sustainable development has become a cornerstone for addressing global challenges such as environmental degradation, climate change, and social inequality. Rooted in the Brundtland Report's definition, sustainable development emphasizes balancing economic growth, social equity, and environmental protection to meet the needs of current and future generations. The interconnected principles of inter-generational equity, environmental integrity, economic viability, and social inclusion are vital for achieving sustainable outcomes. Environmental management is pivotal in operationalizing these principles, offering tools such as Environmental Impact Assessments, Life Cycle Assessments, and ecosystem-based management strategies to ensure responsible resource use and conservation. Economic sustainability fosters innovation and transitioning to circular economies, reduces resource dependency, and aligns corporate strategies with environmental goals. Simultaneously, social sustainability promotes community involvement, equitable access to resources, and the preservation of cultural heritage, ensuring inclusive decision-making and equitable development. The adoption of international frameworks such as the Sustainable Development Goals (SDGs) and the Paris Agreement underscores the importance of integrating sustainability into policy and governance. These frameworks drive collaborative efforts among governments, businesses, and civil society, promoting accountability and transparency in achieving sustainability objectives. Despite progress, challenges such as conflicting priorities, resource depletion, and biodiversity loss persist. Innovative approaches, including renewable energy adoption, green infrastructure integration, and participatory governance, demonstrate pathways for overcoming these obstacles while addressing economic, environmental, and social dimensions. This chapter examines the core principles of sustainable development and explores practical applications in environmental management, financial planning, and social equity. It highlights the synergies between governance frameworks, stakeholder collaboration, and technological innovations in fostering sustainable practices. Through an examination of international case studies and tactics, the study emphasizes the need for comprehensive, inclusive approaches to sustainable development. In an increasingly linked world, attaining long-term sustainability, equity, and resilience requires bridging policy gaps, encouraging innovation, and coordinating local and global goals.",,,,,"Izah, Sylvester/D-4193-2017",,,,,,,,,,,,,,1863-5520,1863-5539,978-3-031-85329-6; 978-3-031-85327-2; 978-3-031-85326-5,,,,2025,,,,,,,29,63,,10.1007/978-3-031-85327-2_2,0.0,10.1007/978-3-031-85327-2,,,,,,,,,,,,WOS:001662069300004,0,0,0,4.34,False
S,"Ogidi, OI; Izah, SC",,"Ogwu, MC; Izah, SC",,"Ogidi, Odangowei Inetiminebi; Izah, Sylvester Chibueze",,,Advancements in Waste-to-Energy Conversion and Recycling Technologies,EVALUATING ENVIRONMENTAL PROCESSES AND TECHNOLOGIES,Environmental Science and Engineering,Environmental Engineering,,,,,,,,,,"The rapid growth of the global population and corporate interests has exacerbated issues associated with increasing energy consumption, insufficient waste management, and environmental degradation. The 5Rs (Reduce, Reuse, Repair, Recover, and Recycle) form the basis of contemporary methods that address these challenges effectively. There is a practical solution for materials that cannot be recycled: transformation of waste into energy, or WtE. In WtE, the system processes include biological conversion (anaerobic digestion, fermentation) and thermal conversion (incineration, gasification, and pyrolysis) and physicochemical conversion (transesterification). While the ecological processes involve in WtE includes microbial decomposition (breakdown of organic waste by microorganisms), thermophilic digestion (high-temperature decomposition of organic waste) and photodegradation (breakdown of organic waste by light). Therefore, this chapter systematically evaluates various waste-to-energy processes, emphasizing their capacity to reduce waste. The processes encompass pyrolysis, petrol generation, anaerobic digestion, and combustion. Sustainable materials management, improved landfill mining, and integrated waste management represent effective complementary strategies for environmentally responsible waste disposal. A thorough review of current research and technology developments has highlighted the following environmental impacts of waste-to-energy transformations: a shift towards more sustainable energy sources, less waste in landfills, and lower emissions of greenhouse gases. The results show how important it is to generate Waste-to-Energy (WtE) to enhance energy efficiency, reduce the environmental impact of manufacturing, and advance the circular economy. This chapter concludes by proposing directions for additional research and media focus that may enhance the ecological benefits of waste-to-energy (WtE) projects.",,,,,"Izah, Sylvester/D-4193-2017; Ogidi, Odangowei/ABB-6939-2021",,,,,,,,,,,,,,1863-5520,1863-5539,978-3-031-85329-6; 978-3-031-85327-2; 978-3-031-85326-5,,,,2025,,,,,,,315,348,,10.1007/978-3-031-85327-2_10,0.0,10.1007/978-3-031-85327-2,,,,,,,,,,,,WOS:001662069300012,0,0,0,3.56,False
J,"Hubalovsky, S; Hubalovska, M",,,,"Hubalovsky, Stepan; Hubalovska, Marie",,,SUSTAINABLE BLOCKCHAIN MODELS: A COMPARATIVE LIFE CYCLE ASSESSMENT OF PROOF OF WORK AND PROOF OF SPACE AND TIME,VEREDAS DO DIREITO,,,,,,,,,,,,"The study investigates the environmental, economic, and educational dimensions of blockchain consensus mechanisms, focusing on a comparative analysis between Proof of Work (PoW) and Proof of Space and Time (PoST). Using an experimental mixed-methods approach, the research combines empirical energy consumption measurements, life cycle assessment (LCA), and economic modeling to evaluate sustainability performance. Results demonstrate that PoST reduces energy consumption by approximately 90-95% and decreases CO2 emissions by up to 93% compared to PoW, while maintaining network decentralization and security. Although PoST shifts part of the ecological burden from operational energy use to hardware production and disposal, its overall life cycle impact remains significantly lower. The findings confirm PoST's potential as a viable alternative for sustainable blockchain development and align with the principles of the EU Green Deal and ESG frameworks. Furthermore, the study highlights the didactic value of cryptocurrency farming for interdisciplinary education in informatics, economics, and environmental sciences, emphasizing the role of universities in fostering responsible technological innovation.",,,,,,,,,,,,,,,,,,,1806-3845,2179-8699,,,,,2025,22.0,,,,,,,,e223690,10.18623/rvd.v22.n4.3690,0.0,,,,,,,,,,,,,WOS:001689151200018,0,1,1,3.58,False
S,"Dar, MA; Xie, RR; Wani, AK; Sudiana, IM; Ahmad, F; Gorish, BMT; Zhu, DC; Gheibipour, M; Singh, R; Usmani, RA; Khan, AA; Sun, JZ",,"Usmani, RA; Dar, MA; Khan, AA",,"Dar, Mudasir A.; Xie, Rongrong; Wani, Atif Khurshid; Sudiana, I. Made; Ahmad, Farhan; Gorish, Babbiker Mohammed Taher; Zhu, Daochen; Gheibipour, Maryam; Singh, Reena; Usmani, Rahil Akhtar; Khan, Akram Ahmad; Sun, Jianzhong",,,Recent Developments in Mapping Environmental Sustainability of Advanced Biofuel,"ADVANCED BIOFUELS AND CIRCULAR ECONOMY: Technoeconomic, Socioeconomic, and Environmental Implications",Palgrave Advances in Bioeconomy-Economics and Policies,,,,,,,,,,,,,,,,"Usmani, Rahil/AAS-1443-2020; Wani, Atif/GVU-4207-2022; Ahmad, Farhan/IUP-2711-2023; Dar, Mudasir/AAG-8909-2019",,,,,,,,,,,,,,2524-5848,2524-5856,978-3-031-86936-5; 978-3-031-86934-1; 978-3-031-86933-4,,,,2025,,,,,,,267,297,,10.1007/978-3-031-86934-1_11,0.0,10.1007/978-3-031-86934-1,,,,,,,,,,,,WOS:001656330800012,0,1,1,2.5,True
J,"Salvatore, GM; Edenne, N; Rivera, AR; Arigo, D",,,,"Salvatore, Gabrielle M.; Edenne, Ninelle; Rivera, Angelica R.; Arigo, Danielle",,,The Inclusion of Menstrual Cycle Self-Monitoring in Digital Physical Activity Tools: A Multimethod Study With Menstruating Women,WOMEN IN SPORT AND PHYSICAL ACTIVITY JOURNAL,,,,,,,,,,,,"Menstrual cycle symptoms may influence physical activity (PA) engagement in women's daily lives, yet the extent and circumstances of this influence remain unclear. Prior research has focused on cycle physiology and psychological aspects of menstrual cycle experiences, yet their potential to influence PA engagement is understudied. Additional information about these experiences can improve digital PA support tools and interventions for menstruating women. In this two-part study, we enrolled insufficiently active women to test a menstrual cycle and PA tracking mobile app, after the overturning of Roe v. Wade. Part 1 involved semistructured interviews; Part 2 involved 7 days of device-based PA assessment and menstrual health self-monitoring using Fitbit, as well as a semistructured interview. Using thematic analysis, we identified seven major themes combined from Parts 1 and 2: (1) menstruation and everyday life experiences, (2) attitudes toward menstruation, (3) preferences for connecting and communicating about menstrual health, (4) empowered decision making, (5) key features of cycle self-monitoring tools, (6) Fitbit's suitability for cycle self-monitoring needs, and (7) responses to daily tracking of menstrual health and PA. Participants noted that cycle-related physical, psychological, and emotional factors shape their daily experiences and PA engagement. They found Fitbit acceptable and easy to use but desired more personalization and social support features. Participants responded positively to daily assessment and expressed willingness for longer intensive assessments. Establishing temporal associations between menstrual cycle symptoms and device-assessed PA behavior is a critical next step in developing effective, digitally supported PA interventions that meet women's daily needs.",,,,,"Salvatore, Gabrielle/PMW-3156-2026",,,,,,,,,,,,,,1063-6161,1938-1581,,,,JAN,2025,33.0,1,,,,,1,13,,10.1123/wspaj.2025-0068,0.0,,,,,,,,,,,,,WOS:001681433200001,0,0,0,4.68,False
J,"Lim, HJ; Eom, SY; Choi, SH; Hong, S; Choi, BS; Hong, YS; Lee, K; Park, WJ; Song, JS; Kim, NJ; Hwang, HJ; Choi, R; Im, H; Kang, YS; Lee, HY; Kim, MR; Son, H; Kim, YD",,,,"Lim, Hyeon-Jeong; Eom, Sang-Yong; Choi, Sun-Haeng; Hong, Seonmi; Choi, Byung-Sun; Hong, Young-Seoub; Lee, Kwan; Park, Won-Ju; Song, Jae-Seok; Kim, Nam-Jun; Hwang, Hyo-Jeong; Choi, Rihwa; Im, Hosub; Kang, Youn-Seok; Lee, Hye-Young; Kim, Mi-Ran; Son, Hyunjin; Kim, Yong-Dae",,,Study protocol for the Korean Human Exposure Safety Survey (KoHESS): a national biomonitoring program for food and consumer product safety,EPIDEMIOLOGY AND HEALTH,,,,,,,,,,,,"This protocol paper describes the design and methodology of the Korean Human Exposure Safety Survey (KoHESS), a three-year national biomonitoring program (2023-2025). Korea's Act on Risk Assessment of Products for Human Use necessitates scientific evidence for aggregate exposure assessment and cumulative risk evaluation of hazardous substances in food and consumer products. Existing biomonitoring programs primarily focus on environmental exposures, limiting comprehensive assessment of products regulated by the Ministry of Food and Drug Safety. KoHESS employs repeated cross-sectional surveys targeting approximately 5,000 Koreans aged 3-79 years per cycle, using complex stratified multistage sampling for national representativeness. Data collection includes standardized anthropometric measurements, biological samples (blood, urine), comprehensive exposure source surveys, and 2-day 24-hour dietary recalls. Chemical analyses using liquid chromatography-tandem mass spectrometry and inductively coupled plasma mass spectrometry measure 24 perfluoroalkyl and polyfluoroalkyl substances compounds, 25 phthalate metabolites, and 7 heavy metals, with quality assurance through certified reference materials. KoHESS will provide scientifically robust data for establishing safety standards, enable advanced exposure modeling, facilitate risk assessments reflecting cumulative exposures, support targeted protection for vulnerable populations, and contribute to international biomonitoring networks while promoting preventive hazardous substance management systems.",,,,,"; Eom, Sang-Yong/B-5705-2016","김, 남준/0000-0002-2078-0476; Lim, Hyeonjeong/0009-0007-9026-8068;",,,,,,,,,,,,,2092-7193,,,,,,2025,47.0,,,,,,,,e2025060,10.4178/epih.e2025060,0.0,,,,,,,,41166956.0,,,,,WOS:001677461100012,0,0,0,4.28,False
J,"Chowdhury, S",,,,"Chowdhury, Satyajit",,,Recycling potential of wind turbines supporting by European Green Deal policy-comparative energy analysis between Poland and Germany,POLITYKA ENERGETYCZNA-ENERGY POLICY JOURNAL,,,,,,,,,,,,"The European Green Deal represents a landmark initiative aimed at steering the continent towards a sustainable future, with renewable wind energy occupying a central role in this transition. This research delves into the multifaceted aspects of renewable wind energy within the context of the European Green Deal, focusing on several key dimensions. Firstly, the study examines the energy generation associated with both wind energy and coal energy, providing a comparative analysis to underscore the environmental advantages of renewable alternatives. Through detailed case studies centered on coal mining regions in Poland and Germany, the socio-economic dynamics of transitioning from coal-dependent economies to renewable energy systems are explored, elucidating the challenges and opportunities inherent in such transitions. The end-of-life management of wind turbines, particularly recycling and reuse, presents significant challenges. This paper analyzes the recycling potential of wind turbines in Poland and Germany under the European Green Deal policy. While up to 85% of turbine components can be recycled, composite material blades, made of glass fibers and plastic polymers, remain difficult to recycle due to their complex structure. Furthermore, the research investigates the application of circular economy principles within the wind energy sector, emphasizing strategies for resource efficiency, recycling, and waste reduction. This research has the most important impact on the European Green Deal and makes a new European zone with the goal of achieving zero carbon emissions. By synthesizing these diverse strands, this study contributes to a comprehensive understanding of how renewable wind energy can serve as a linchpin for achieving sustainability objectives outlined in the European Green Deal.",,,,,,,,,,,,,,,,,,,1429-6675,2720-569X,,,,,2025,28.0,4,,,,,201,226,,10.33223/epj/207198,0.0,,,,,,,,,,,,,WOS:001679167300010,0,0,0,4.12,False
J,"Sarinukul, C; Janyacharoen, T; Johnson, LD; Audsavachulamanee, B; Nakmareong, S; Chatprem, T; Auvichayapat, P; Sawanyawisuth, K",,,,"Sarinukul, Chawin; Janyacharoen, Taweesak; Johnson, Lee David; Audsavachulamanee, Buranat; Nakmareong, Saowanee; Chatprem, Thiwaphon; Auvichayapat, Paradee; Sawanyawisuth, Kittisak",,,Improving physical performance in older women: assessing the safety and impact of a 4-week mini-trampoline jumping exercise program on knee extensor strength-a preliminary randomised controlled trial,HUMAN MOVEMENT,,,,,,,,,,,,"Purpose. Muscle function decline in ageing affects physical abilities and increases fall risk, impacting life expectancy and quality of life. Muscle strength and power are key predictors of functional decline. Jumping training enhances power output but poses risks. Mini-trampolines offer a safer alternative by reducing strain and injury risk. This preliminary randomised controlled trial examined the safety and efficacy of a 4-week mini-trampoline jumping program on knee extensor strength and physical performance in older women. Methods. The study compared an experimental group (EG, n = 9) performing 90 jumping contacts three times weekly with a control group (CG, n = 10). Assessments included the five times sit-to-stand test (5STST), power output, timed up and go test (TUGT), 10-metre walk test (10MWT), and knee extension strength measurements. Results. Results showed similar maximal strength outcomes between groups, with the EG demonstrating greater, though not statistically significant, improvements in Peak Torque isometric and isokinetic measurements. The EG significantly outperformed the CG in 5STST, power output, and TUGT (p < 0.05). Within-group analysis revealed substantial improvements for the EG in most outcomes (p < 0.05), while the CG showed minimal improvements and declined in TUGT performance. Conclusions. The 4-week mini-trampoline jumping program was safe and well-tolerated among older women, with only mild muscle soreness reported. The intervention showed potential benefits for physical performance, but its effect on maximal knee extensor strength remains unclear. Larger, longer-term randomised controlled trials with active comparators are needed to confirm the efficacy for enhancing maximal strength in older adults.",,,,,"Chatprem, Thiwaphon/JXL-5582-2024",,,,,,,,,,,,,,1732-3991,1899-1955,,,,,2025,26.0,4,,,,,139,148,,10.5114/hm/211726,0.0,,,,,,,,,,,,,WOS:001678219400012,0,0,0,4.3,False
